time,z
25097559.8792,12.9527
25097559.9205,15.1913
25097559.9785,15.443
25097560.0245,16.0871
25097560.0772,20.5227
25097560.1153,27.5968
25097560.152,31.4627
25097560.192,25.8309
25097560.224,25.2317
25097560.2659,20.1477
25097560.2918,19.194
25097560.3192,23.0607
25097560.3418,24.1878
25097560.3721,25.532
25097560.4148,31.5437
25097560.4577,25.3998
25097560.4956,30.099
25097560.5412,23.7148
25097560.5835,28.172
25097560.6257,29.6883
25097560.6678,21.7873
25097560.6875,24.3213
25097560.7293,19.2853
25097560.7693,17.7165
25097560.8257,19.443
25097560.9016,17.1026
25097560.9393,17.5161
25097560.9822,17.5235
25097561.0271,17.4214
25097561.0745,18.157
25097561.0948,18.3994
25097561.1354,17.5284
25097561.1755,18.2897
25097561.2192,19.5379
25097561.2657,18.9935
25097561.3103,18.9878
25097561.3582,18.8054
25097561.4076,17.7365
25097561.4414,17.9981
25097561.5018,20.271
25097561.5503,18.0214
25097561.5948,18.3123
25097561.6399,18.7954
25097561.6962,17.4643
25097561.7341,-5.42226
25097561.7744,0.954619
25097561.8413,5.10087
25097561.9123,-0.550716
25097561.9848,8.26047
25097562.0368,8.45633
25097562.0851,7.83202
25097562.1357,7.71698
25097562.184,16.3542
25097562.2277,14.1947
25097562.268,22.173
25097562.3036,15.7404
25097562.3398,11.6567
25097562.385,15.5891
25097562.4294,17.0225
25097562.4746,13.7976
25097562.522,12.2295
25097562.5715,12.0855
25097562.6187,12.5068
25097562.6645,10.7669
25097562.7101,9.17795
25097562.7476,9.20894
25097562.7918,7.98283
25097562.8317,7.26192
25097562.8809,7.38577
25097562.9276,7.52808
25097562.9714,-33.9948
25097563.0162,7.7081
25097563.0553,6.35679
25097563.0647,5.64963
25097563.0735,5.3499
25097563.0827,4.94266
25097563.092,4.51418
25097563.1063,3.62615
25097563.1439,3.94933
25097563.1809,3.67532
25097563.2174,3.17681
25097563.268,2.53277
25097563.3123,2.8726
25097563.3682,6.84025
25097563.4141,3.62092
25097563.4677,-5.76061
25097563.5076,3.02346
25097563.5479,2.55548
25097563.5885,6.93815
25097563.634,2.22045
25097563.6803,1.90043
25097563.7174,1.64838
25097563.7538,2.14392
25097563.7931,1.75966
25097563.8342,1.59197
25097563.8869,4.76346
25097563.919,1.0419
25097563.9434,2.0409
25097563.9758,11.6944
25097564.0078,0.349536
25097564.0529,-12.5644
25097564.0891,-12.9092
25097564.1246,-13.3467
25097564.171,4.42254
25097564.225,3.26927
25097564.2765,-0.439708
25097564.3215,2.76207
25097564.3648,-0.587438
25097564.4009,-1.19843
25097564.4368,-1.38986
25097564.4812,-1.56109
25097564.5319,-1.77513
25097564.5813,-1.94984
25097564.6303,-1.97678
25097564.67,-2.32965
25097564.7223,-2.36416
25097564.7761,-3.60556
25097564.8196,-4.07342
25097564.8613,-3.41789
25097564.8909,-7.8596
25097564.9241,-1.01532
25097564.9625,-5.20545
25097565.0063,-5.17362
25097565.0644,-4.72002
25097565.122,-4.42512
25097565.1749,2.84537
25097565.2247,-5.49514
25097565.272,-5.56264
25097565.3176,-7.12416
25097565.3764,-6.50496
25097565.4221,-5.13886
25097565.4678,-7.18593
25097565.5138,-7.15356
25097565.5642,-7.07748
25097565.6088,-5.65613
25097565.6537,-7.8443
25097565.7165,-7.91894
25097565.7707,-7.79286
25097565.8197,-8.50982
25097565.8596,-8.6376
25097565.867,-8.87603
25097565.907,-8.64544
25097565.9882,-8.35281
25097566.0557,-9.49796
25097566.1046,-9.37809
25097566.1602,-9.39539
25097566.2139,-9.6101
25097566.2685,-10.2836
25097566.3226,-10.3468
25097566.3707,-10.266
25097566.4109,-9.42043
25097566.454,-10.553
25097566.4958,-10.9566
25097566.5159,-11.1855
25097566.5476,-10.9282
25097566.5946,-10.8068
25097566.6761,-11.1795
25097566.7279,-11.6264
25097566.7845,-11.8508
25097566.8346,-12.3055
25097566.8777,-12.4696
25097566.9261,-9.76226
25097566.972,-8.70463
25097567.023,-12.1823
25097567.0801,-39.8115
25097567.1599,-12.3666
25097567.2343,-12.9204
25097567.2795,-12.6376
25097567.3713,-12.838
25097567.4339,-11.2926
25097567.4403,-11.3498
25097567.4798,-12.5401
25097567.5215,-12.5772
25097567.5607,-12.6587
25097567.6028,-12.4793
25097567.6369,-12.4888
25097567.6692,-12.7752
25097567.7324,-12.0759
25097567.8099,-11.2159
25097567.8592,-3.3602
25097567.8983,-12.2709
25097567.9161,-11.4186
25097567.9228,-11.3073
25097567.9615,-1.73805
25097568.0278,-10.4874
25097568.0918,-12.3484
25097568.1409,-15.8425
25097568.1532,-15.9469
25097568.2048,-12.4231
25097568.2491,-2.04237
25097568.2929,-12.4015
25097568.3378,-12.247
25097568.3773,-11.9576
25097568.4123,-12.7171
25097568.4546,-13.3057
25097568.4997,-12.7545
25097568.5151,-13.8801
25097568.529,-14.5083
25097568.5482,-10.5634
25097568.6001,-14.2969
25097568.6366,-16.2733
25097568.6424,-16.0917
25097568.6561,-14.9795
25097568.7063,-13.9324
25097568.7475,-13.611
25097568.7915,-15.198
25097568.8184,-13.1058
25097568.8591,-15.1234
25097568.8977,-13.2808
25097568.9452,-13.4537
25097568.9551,-15.1379
25097568.9675,-13.037
25097568.984,-12.1082
25097569.0139,-11.7433
25097569.0309,-11.9328
25097569.0548,-11.9147
25097569.0729,-11.9468
25097569.1011,-11.7211
25097569.1446,-11.5232
25097569.184,-11.2053
25097569.2173,-11.1717
25097569.2465,-12.2909
25097569.279,-11.6955
25097569.313,-11.3631
25097569.3492,-11.0576
25097569.391,-10.9799
25097569.4213,-11.3478
25097569.4304,-11.0879
25097569.454,-11.6925
25097569.4742,-10.5409
25097569.4909,-11.1922
25097569.5283,-10.8022
25097569.5654,-10.8887
25097569.6011,-10.131
25097569.6465,-10.3004
25097569.6847,-10.4075
25097569.7265,-10.5092
25097569.7632,-9.51911
25097569.79,-9.08938
25097569.8209,-8.67737
25097569.8308,-8.63035
25097569.8533,-8.56863
25097569.8804,-10.1138
25097569.9332,-9.3262
25097569.985,71.6859
25097570.0401,-9.1272
25097570.0513,-9.53792
25097570.0582,-9.46649
25097570.0999,-9.19359
25097570.1465,-9.32087
25097570.1908,-8.80545
25097570.2306,-10.2906
25097570.286,-8.63524
25097570.324,-8.31928
25097570.3747,-8.36701
25097570.4136,-7.10976
25097570.455,-7.36877
25097570.4935,-7.33638
25097570.5354,-7.3291
25097570.5791,-7.44564
25097570.6223,-7.1132
25097570.6712,-7.20617
25097570.7172,-6.7047
25097570.7599,-5.9672
25097570.8079,-5.63435
25097570.8275,-4.4651
25097570.8387,-4.61275
25097570.8664,-4.67172
25097570.9203,-5.85466
25097570.9685,-5.40003
25097571.03,-5.48298
25097571.0769,-5.39232
25097571.1228,-5.08842
25097571.1624,-4.69534
25097571.2018,-4.25434
25097571.2484,-4.36976
25097571.2918,-4.14472
25097571.3344,-3.47321
25097571.3765,-3.05298
25097571.4196,-2.03455
25097571.4575,-2.48845
25097571.4969,-1.93235
25097571.535,-1.59867
25097571.5697,-1.51235
25097571.608,-1.37909
25097571.6429,-0.822489
25097571.6833,-0.849105
25097571.7234,-0.190715
25097571.7655,0.160483
25097571.8077,1.13761
25097571.8485,1.50909
25097571.8884,2.45041
25097571.9277,2.81444
25097571.9625,2.58746
25097571.9978,2.27609
25097572.0382,2.29397
25097572.0809,2.99416
25097572.1236,2.63684
25097572.161,10.9622
25097572.1896,10.1107
25097572.2317,3.02852
25097572.2761,4.04411
25097572.3204,5.2623
25097572.3683,5.68881
25097572.4162,6.97531
25097572.4663,8.59505
25097572.5115,10.8024
25097572.5533,14.5199
25097572.5926,20.4079
25097572.6288,26.0787
25097572.6702,29.4736
25097572.7051,28.4114
25097572.7305,34.5176
25097572.7506,35.9209
25097572.7932,38.484
25097572.8284,42.4816
25097572.859,44.7881
25097572.8893,48.0835
25097572.9337,49.923
25097572.9884,56.5935
25097573.0427,67.6344
25097573.0989,75.5214
25097573.1479,70.2204
25097573.1892,73.3193
25097573.2261,74.8783
25097573.2592,93.4003
25097573.2955,98.3555
25097573.3307,96.0288
25097573.3687,108.429
25097573.406,109.604
25097573.4445,120.087
25097573.4862,129.25
25097573.5309,132.176
25097573.5773,128.022
25097573.6159,142.385
25097573.659,159.637
25097573.7011,126.143
25097573.738,120.904
25097573.7793,115.234
25097573.8195,142.459
25097573.8636,147.115
25097573.9056,172.031
25097573.9505,184.863
25097573.9974,177.43
25097574.0407,213.49
25097574.0888,174.087
25097574.1294,114.026
25097574.1674,117.015
25097574.21,96.4036
25097574.2498,101.702
25097574.2883,78.1264
25097574.3128,136.985
25097574.354,165.429
25097574.3958,233.787
25097574.4378,253.008
25097574.4789,249.49
25097574.5196,222.358
25097574.5576,185.155
25097574.5973,153.824
25097574.6424,145.441
25097574.688,130.0
25097574.7255,127.135
25097574.7523,144.477
25097574.7873,135.679
25097574.8269,153.3
25097574.8724,166.861
25097574.9202,167.092
25097574.9667,168.579
25097575.0139,179.27
25097575.0535,191.559
25097575.0905,176.424
25097575.1292,212.733
25097575.169,247.957
25097575.2116,253.279
25097575.2559,225.436
25097575.3007,225.211
25097575.3389,224.75
25097575.3799,220.877
25097575.4162,222.116
25097575.4563,227.966
25097575.4991,252.678
25097575.5437,275.081
25097575.5878,274.052
25097575.6299,375.455
25097575.6753,367.727
25097575.7192,334.922
25097575.7576,415.876
25097575.7965,352.749
25097575.8357,401.349
25097575.8758,487.944
25097575.9157,478.474
25097575.9557,404.912
25097575.9951,401.68
25097576.0329,361.677
25097576.0745,424.68
25097576.1184,415.582
25097576.1586,525.6
25097576.1979,426.59
25097576.2363,521.293
25097576.2764,637.553
25097576.3153,558.926
25097576.3565,460.712
25097576.3962,546.473
25097576.4389,567.367
25097576.4781,556.839
25097576.5239,674.693
25097576.5689,715.358
25097576.6134,766.7
25097576.6585,819.041
25097576.7006,843.768
25097576.7483,911.017
25097576.7938,872.995
25097576.8357,783.178
25097576.8822,734.067
25097576.9257,639.178
25097576.9687,603.889
25097577.0131,577.73
25097577.0597,565.074
25097577.1052,543.33
25097577.1489,596.341
25097577.195,650.347
25097577.2406,662.699
25097577.2903,676.374
25097577.3409,701.622
25097577.3896,764.195
25097577.4382,803.334
25097577.4841,906.995
25097577.5306,911.548
25097577.579,876.101
25097577.6231,839.477
25097577.6695,859.52
25097577.7158,887.563
25097577.7589,786.222
25097577.8014,777.035
25097577.844,792.318
25097577.8893,760.514
25097577.9367,736.134
25097577.9776,735.11
25097578.0259,768.39
25097578.0723,805.447
25097578.1161,786.239
25097578.1604,790.903
25097578.2058,721.128
25097578.2431,710.254
25097578.2784,716.389
25097578.3215,760.043
25097578.3637,782.594
25097578.4065,817.933
25097578.4509,747.939
25097578.4958,760.521
25097578.541,760.176
25097578.587,779.828
25097578.6284,791.92
25097578.6733,761.528
25097578.7183,758.74
25097578.761,740.963
25097578.8068,803.472
25097578.8481,836.51
25097578.8938,849.618
25097578.9432,816.298
25097578.9923,732.873
25097579.0418,761.834
25097579.0817,701.838
25097579.1288,700.623
25097579.1741,646.526
25097579.2178,595.725
25097579.2584,622.596
25097579.3018,575.48
25097579.3459,647.296
25097579.3898,677.596
25097579.4324,675.191
25097579.4708,681.01
25097579.5158,672.449
25097579.5597,682.598
25097579.6032,715.269
25097579.6497,775.878
25097579.6937,766.635
25097579.7348,812.118
25097579.7721,766.85
25097579.8151,722.166
25097579.8555,742.742
25097579.9061,893.017
25097579.9581,910.765
25097580.0093,951.95
25097580.0656,1000.92
25097580.1183,1041.22
25097580.1512,1048.95
25097580.1833,985.991
25097580.2217,978.268
25097580.2575,1009.64
25097580.3005,901.92
25097580.3514,993.545
25097580.3971,957.949
25097580.4317,1005.78
25097580.465,941.97
25097580.5023,924.508
25097580.5387,884.399
25097580.5743,931.259
25097580.6079,883.155
25097580.6472,943.272
25097580.6954,988.419
25097580.7528,998.878
25097580.7993,1051.89
25097580.8395,1021.95
25097580.8765,954.557
25097580.9217,914.805
25097580.9635,932.308
25097580.9999,769.928
25097581.0457,669.516
25097581.091,712.531
25097581.1295,747.296
25097581.1712,661.858
25097581.2095,683.813
25097581.2424,633.492
25097581.277,579.093
25097581.3102,550.31
25097581.3433,480.768
25097581.3759,413.247
25097581.4043,401.93
25097581.4396,396.839
25097581.4696,395.685
25097581.5042,407.443
25097581.5451,503.59
25097581.591,615.83
25097581.6372,695.441
25097581.6765,606.819
25097581.7206,621.401
25097581.7617,589.088
25097581.8037,524.26
25097581.8497,509.564
25097581.8936,563.236
25097581.9306,547.719
25097581.9768,523.585
25097582.023,466.701
25097582.0658,466.471
25097582.1078,459.348
25097582.1505,496.411
25097582.1871,442.669
25097582.2295,467.857
25097582.2688,538.896
25097582.3076,538.081
25097582.3396,497.562
25097582.3704,456.773
25097582.4052,440.674
25097582.4425,389.345
25097582.4784,388.783
25097582.5164,407.606
25097582.5545,375.201
25097582.5906,353.373
25097582.6297,350.323
25097582.6683,347.078
25097582.7071,343.593
25097582.7404,339.585
25097582.7772,342.76
25097582.8089,330.883
25097582.8444,325.009
25097582.8803,321.23
25097582.9154,316.659
25097582.9509,311.42
25097582.9857,307.859
25097583.0187,366.81
25097583.06,365.774
25097583.1045,368.174
25097583.1464,364.684
25097583.1824,332.105
25097583.2172,343.258
25097583.2546,337.908
25097583.2898,282.352
25097583.3229,284.284
25097583.3553,290.99
25097583.3907,302.064
25097583.4268,310.9
25097583.4642,392.621
25097583.4992,390.088
25097583.5338,382.509
25097583.5652,365.335
25097583.6052,417.171
25097583.6453,420.164
25097583.685,384.38
25097583.7277,408.623
25097583.7708,409.964
25097583.8126,438.423
25097583.8491,401.82
25097583.892,368.992
25097583.9399,385.35
25097583.9841,441.078
25097584.0265,420.068
25097584.0676,432.604
25097584.1036,433.353
25097584.1412,429.094
25097584.1801,411.373
25097584.2175,378.358
25097584.2551,359.634
25097584.3024,346.39
25097584.3433,339.075
25097584.3815,333.112
25097584.4302,380.187
25097584.4778,389.243
25097584.5265,392.122
25097584.5747,391.446
25097584.6261,356.072
25097584.6763,338.485
25097584.7277,268.918
25097584.7693,231.136
25097584.8123,349.123
25097584.8542,287.089
25097584.9045,257.341
25097584.9545,282.86
25097585.0012,271.595
25097585.046,265.402
25097585.0875,219.846
25097585.1353,224.988
25097585.1847,214.293
25097585.2345,221.911
25097585.2853,257.371
25097585.334,260.315
25097585.3842,298.649
25097585.4308,302.073
25097585.4799,302.973
25097585.5291,280.95
25097585.5779,280.768
25097585.6283,270.486
25097585.6785,288.624
25097585.725,313.474
25097585.7643,322.18
25097585.8102,259.935
25097585.8582,341.296
25097585.901,349.189
25097585.9438,353.969
25097585.9852,351.352
25097586.0284,346.079
25097586.068,355.49
25097586.109,345.399
25097586.1484,373.038
25097586.1865,373.67
25097586.2237,380.37
25097586.2603,380.058
25097586.3009,384.763
25097586.3378,379.436
25097586.3742,387.721
25097586.4148,384.893
25097586.4535,320.2
25097586.4919,379.171
25097586.5285,369.179
25097586.5666,374.796
25097586.604,372.55
25097586.6427,370.139
25097586.679,383.969
25097586.7146,382.702
25097586.7529,401.328
25097586.7908,401.708
25097586.8275,385.217
25097586.8639,399.32
25097586.9026,397.153
25097586.9415,397.046
25097586.9784,275.323
25097587.0171,390.753
25097587.0543,400.629
25097587.092,392.025
25097587.1322,351.255
25097587.1716,386.887
25097587.2113,388.993
25097587.2501,386.741
25097587.2923,386.509
25097587.3317,336.069
25097587.3722,373.461
25097587.4121,378.222
25097587.4523,346.182
25097587.4948,322.533
25097587.5357,270.141
25097587.5786,303.88
25097587.6215,355.874
25097587.6627,344.7
25097587.7065,317.831
25097587.7495,338.572
25097587.7921,317.09
25097587.8382,281.551
25097587.8897,272.07
25097587.9432,284.487
25097588.0002,204.49
25097588.0399,248.529
25097588.0807,232.991
25097588.1307,311.11
25097588.1785,273.396
25097588.2319,311.125
25097588.2823,327.786
25097588.3337,407.419
25097588.38,354.358
25097588.4291,350.936
25097588.4753,367.293
25097588.528,493.08
25097588.574,386.15
25097588.6274,525.294
25097588.6759,564.747
25097588.7201,645.74
25097588.7653,616.962
25097588.8127,672.901
25097588.8626,662.64
25097588.909,672.201
25097588.9522,621.271
25097588.9976,576.351
25097589.0472,640.94
25097589.0976,618.477
25097589.1415,583.391
25097589.1811,550.593
25097589.2159,448.477
25097589.2448,450.113
25097589.2792,449.994
25097589.3242,482.096
25097589.3654,567.394
25097589.4054,516.076
25097589.4368,448.635
25097589.4708,409.806
25097589.501,364.159
25097589.537,356.637
25097589.5722,339.263
25097589.6076,319.092
25097589.6406,326.765
25097589.6696,331.396
25097589.701,324.708
25097589.7322,331.803
25097589.765,318.002
25097589.8031,310.345
25097589.8321,307.002
25097589.8752,289.889
25097589.9048,281.026
25097589.9322,278.027
25097589.9643,276.961
25097590.0018,274.279
25097590.0398,271.716
25097590.0792,268.908
25097590.1193,266.841
25097590.1602,263.715
25097590.1916,262.003
25097590.2235,259.047
25097590.2525,258.594
25097590.2784,257.632
25097590.3049,256.248
25097590.3292,254.808
25097590.3541,253.288
25097590.3784,251.893
25097590.4066,250.304
25097590.4478,252.591
25097590.4868,265.81
25097590.5261,261.037
25097590.5665,249.997
25097590.6068,252.117
25097590.6453,252.914
25097590.687,255.4
25097590.7293,263.366
25097590.7704,261.025
25097590.816,253.017
25097590.8564,232.224
25097590.9001,245.156
25097590.9415,227.79
25097590.983,221.906
25097591.0217,222.556
25097591.067,239.413
25097591.1186,355.421
25097591.1684,366.704
25097591.2141,407.319
25097591.2582,341.692
25097591.2977,347.59
25097591.3563,401.204
25097591.4081,467.009
25097591.4458,434.311
25097591.4861,470.105
25097591.5332,420.371
25097591.5821,410.98
25097591.6304,458.09
25097591.6776,414.79
25097591.7292,418.336
25097591.7738,416.443
25097591.8144,385.095
25097591.8607,342.701
25097591.9065,337.564
25097591.956,337.491
25097592.007,306.14
25097592.0589,317.526
25097592.1056,675.764
25097592.147,323.032
25097592.1879,336.546
25097592.231,275.728
25097592.2797,248.456
25097592.3136,240.34
25097592.3577,257.693
25097592.4036,272.096
25097592.4625,381.812
25097592.5164,488.64
25097592.5769,515.546
25097592.6383,572.154
25097592.6969,601.994
25097592.7608,699.475
25097592.8205,618.218
25097592.8742,708.652
25097592.9341,778.195
25097592.9993,642.387
25097593.0534,551.993
25097593.1055,481.238
25097593.1493,427.863
25097593.1998,420.269
25097593.2615,580.348
25097593.3183,559.101
25097593.3842,632.287
25097593.4468,728.303
25097593.4878,647.292
25097593.5261,594.842
25097593.5791,524.401
25097593.6396,615.33
25097593.6977,595.312
25097593.751,507.598
25097593.8068,379.445
25097593.859,429.6
25097593.9137,396.747
25097593.9671,310.102
25097594.0241,234.145
25097594.0674,184.784
25097594.1147,188.036
25097594.1705,276.381
25097594.2112,266.582
25097594.2532,203.654
25097594.3078,228.908
25097594.3637,326.921
25097594.4137,443.351
25097594.4629,472.94
25097594.5058,435.805
25097594.5473,436.828
25097594.5802,366.618
25097594.6153,297.964
25097594.6687,289.344
25097594.7198,149.697
25097594.7717,112.524
25097594.8274,134.245
25097594.881,112.109
25097594.9361,130.075
25097594.9916,83.4252
25097595.0464,54.2207
25097595.1002,9.10987
25097595.1559,20.7987
25097595.2138,7.17102
25097595.2697,-10.5265
25097595.3257,-25.3584
25097595.349,-306.755
25097595.3611,-34.6896
25097595.3712,-34.383
25097595.3813,-34.6639
25097595.3912,-34.5474
25097595.3998,-34.1569
25097595.4083,-34.5174
25097595.4145,-34.6703
25097595.4203,-34.7113
25097595.428,-34.1343
25097595.437,-34.3576
25097595.4433,-34.4871
25097595.4499,-34.5503
25097595.4573,-34.7932
25097595.4651,-34.5168
25097595.4734,-34.1166
25097595.4826,-34.0705
25097595.5023,-34.7514
25097595.5256,-34.3722
25097595.5476,-34.7706
25097595.5656,-34.5504
25097595.5837,-34.2112
25097595.602,-34.5854
25097595.6211,-34.6837
25097595.6397,-34.6168
25097595.664,-34.371
25097595.6856,-34.8574
25097595.7068,-34.1747
25097595.7249,50.0159
25097595.741,-34.6755
25097595.7538,-34.2429
25097595.7669,-35.1949
25097595.7822,-34.4143
25097595.797,-34.6082
25097595.8122,-34.7347
25097595.8298,-34.564
25097595.8452,-34.4539
25097595.8641,-34.329
25097595.8868,-34.6696
25097595.9069,-34.3649
25097595.9284,-35.1465
25097595.9506,-34.9044
25097595.9778,-35.3152
25097596.0049,-34.4908
25097596.0304,-35.377
25097596.0558,-34.8532
25097596.085,-34.3088
25097596.1116,-34.61
25097596.1427,-34.5093
25097596.1693,-34.5575
25097596.198,-34.5963
25097596.229,-34.9071
25097596.2593,-35.2068
25097596.2862,-34.8045
25097596.323,-34.7989
25097596.3486,-34.9124
25097596.3755,-35.1833
25097596.4019,-34.7972
25097596.4263,-35.0573
25097596.4508,-35.2443
25097596.4727,-35.1644
25097596.4985,-35.9184
25097596.5203,-35.5859
25097596.543,-35.0493
25097596.5709,-35.6271
25097596.6022,-35.2906
25097596.6336,-35.2557
25097596.669,-34.4985
25097596.7002,-34.8532
25097596.7333,-34.7178
25097596.7643,-35.2101
25097596.7957,-35.072
25097596.8293,-34.5846
25097596.8634,-35.313
25097596.8982,-34.9755
25097596.9367,-35.7448
25097596.9733,-35.8905
25097597.0118,-35.5284
25097597.0516,-35.794
25097597.0934,-35.8721
25097597.1319,-35.0586
25097597.1713,-34.9232
25097597.2109,-34.7869
25097597.2525,-34.8196
25097597.2945,-35.7471
25097597.3365,-37.2467
25097597.3797,-35.6599
25097597.4215,-35.3634
25097597.4612,-34.5259
25097597.5058,-35.1511
25097597.5488,-35.1776
25097597.5946,-35.3285
25097597.6425,-35.589
25097597.6933,-35.9236
25097597.742,10.5705
25097597.7871,-35.0534
25097597.8321,-35.5184
25097597.8803,-35.5454
25097597.9291,-35.7294
25097597.9745,-34.9321
25097598.0236,-35.2633
25097598.0729,-35.6755
25097598.1238,-35.3341
25097598.175,-35.2279
25097598.2247,-35.4831
25097598.2792,-35.0818
25097598.3354,239.156
25097598.394,-35.4403
25097598.4482,-34.849
25097598.5026,-36.7632
25097598.5572,-35.2991
25097598.6132,-34.8644
25097598.676,-36.2665
25097598.7338,-35.8015
25097598.789,-36.3503
25097598.8515,-35.7807
25097598.9064,-35.5679
25097598.9648,-35.5982
25097599.0279,-35.9039
25097599.0877,-34.8214
25097599.1527,-35.8822
25097599.2142,226.004
25097599.2823,-35.7799
25097599.3428,-35.983
25097599.4042,-36.6186
25097599.4606,245.846
25097599.5195,227.811
25097599.5803,-36.3191
25097599.6427,-35.0896
25097599.7067,-36.9728
25097599.7677,-35.6449
25097599.8273,-35.8718
25097599.8852,235.566
25097599.9495,-42.3332
25097600.0139,-35.5732
25097600.0778,-36.2764
25097600.1451,-35.4227
25097600.2087,-36.247
25097600.2744,243.293
25097600.3362,-39.5612
25097600.4001,-35.485
25097600.4619,-36.0746
25097600.5194,-36.805
25097600.5792,-36.5453
25097600.6368,222.718
25097600.6984,-36.6499
25097600.757,-37.1126
25097600.8155,-35.8577
25097600.8726,-36.7415
25097600.9265,52.1384
25097600.9904,-36.8524
25097601.0578,-35.7785
25097601.1221,-36.0253
25097601.1826,241.867
25097601.2425,-36.756
25097601.3004,211.482
25097601.3701,-36.2847
25097601.4416,-36.5579
25097601.5137,237.061
25097601.5736,-36.2045
25097601.6411,-35.6906
25097601.7014,-36.6097
25097601.7612,-36.135
25097601.8264,247.27
25097601.8941,206.81
25097601.9619,229.921
25097602.0259,-38.2245
25097602.0852,-36.2231
25097602.1544,282.219
25097602.2257,-35.764
25097602.284,-36.5414
25097602.3452,256.338
25097602.4152,-36.8742
25097602.4751,-36.0429
25097602.5338,242.849
25097602.5923,257.798
25097602.6591,235.801
25097602.7184,278.021
25097602.785,-37.4703
25097602.8433,-36.2264
25097602.9015,-36.3365
25097602.9568,-36.888
25097603.0191,-36.5631
25097603.0797,262.883
25097603.1406,-36.7219
25097603.1971,296.618
25097603.2561,-36.4234
25097603.3202,275.402
25097603.3805,-36.1052
25097603.4434,-36.4048
25097603.5145,256.432
25097603.5653,318.838
25097603.6258,-37.0185
25097603.694,-36.9684
25097603.7502,290.073
25097603.8108,299.852
25097603.8737,266.501
25097603.9409,285.939
25097603.9993,297.786
25097604.0627,271.593
25097604.1296,-37.1036
25097604.1949,300.565
25097604.2531,275.16
25097604.3155,-37.8904
25097604.3763,275.821
25097604.4424,303.339
25097604.5083,282.942
25097604.5718,274.607
25097604.6367,-59.75
25097604.7039,326.022
25097604.756,299.364
25097604.8093,303.277
25097604.8757,289.922
25097604.9248,328.765
25097604.9811,305.103
25097605.035,332.63
25097605.0835,306.981
25097605.3448,-37.2076
25097605.6171,-37.1163
25097606.0941,-41.5984
25097606.4139,-38.3662
25097606.4843,-37.0788
25097606.8218,-36.5754
25097607.1628,-38.0408
25097607.4568,-37.9437
25097607.9251,-41.6137
25097607.9874,-37.0493
25097608.2549,-36.5845
25097608.4375,-37.1789
25097609.0117,-37.1398
25097610.4168,-37.4689
25097610.6064,-37.7725
25097611.4422,-37.1563
25097611.8653,-37.3938
25097612.0506,-38.6308
25097612.1205,-38.2167
25097612.9477,-39.4744
25097613.1472,-27.6163
25097613.386,-38.1838
25097613.5243,-38.0461
25097613.7831,-41.4738
25097613.8541,-39.4611
25097614.0761,-38.2239
25097614.1369,-38.7817
25097614.4502,-38.6139
25097614.519,-38.9086
25097614.77,-39.5061
25097615.236,-37.9929
25097615.3764,-38.6784
25097615.4904,-38.9215
25097615.5656,-38.6616
25097615.7145,-39.5322
25097615.8041,-39.6627
25097616.1853,-38.5141
25097616.2525,-39.9742
25097616.3191,-38.2128
25097616.3962,-38.1375
25097616.4755,-38.8281
25097616.548,-40.2259
25097616.6267,-38.7523
25097616.7809,-38.8241
25097616.8537,-39.3244
25097616.9231,-39.1122
25097616.9979,-39.9338
25097617.2145,-39.759
25097617.5517,-39.2718
25097617.709,-39.016
25097617.7962,-39.685
25097617.8784,-38.8289
25097618.0265,-38.6194
25097618.1169,-38.9836
25097618.1945,-39.1206
25097618.3346,-39.3087
25097618.4181,-38.6296
25097618.6211,-38.7547
25097618.7048,-40.4671
25097618.7841,-38.8519
25097619.0552,-39.7615
25097619.2936,-38.854
25097619.3753,-40.6725
25097619.5288,-38.904
25097619.6227,-39.2466
25097619.809,-38.7432
25097619.9728,-39.2487
25097620.0767,-39.9925
25097620.1587,-39.0435
25097620.3501,-40.0816
25097620.4628,-38.7936
25097620.5593,-39.4546
25097620.6531,-39.1763
25097621.0061,-40.1351
25097621.2943,-52.5119
25097621.4647,-39.2632
25097621.6001,-40.5335
25097621.6859,-40.1968
25097621.8446,-39.6465
25097621.9723,-40.1993
25097622.0479,-40.0815
25097622.4958,-39.2791
25097622.5656,-39.9505
25097622.6833,-38.7197
25097622.7533,-38.8852
25097622.8591,-39.2636
25097622.9838,-39.8362
25097623.2724,-39.7558
25097623.3732,-39.5236
25097623.5063,-39.9024
25097623.5849,-39.8372
25097623.89,-39.4524
25097623.9657,-39.2278
25097624.1502,-41.142
25097624.2996,-40.4216
25097624.4281,-40.1161
25097624.5055,-40.3478
25097624.5863,-38.5824
25097624.6621,-39.6813
25097624.8003,-39.5682
25097625.04,-39.6282
25097625.1184,-40.306
25097625.2336,-40.4713
25097625.3033,-38.9008
25097625.3772,-39.5021
25097625.8407,-40.3698
25097626.0723,-40.065
25097626.1945,-41.1877
25097626.4293,-39.2432
25097626.5994,-40.1796
25097626.75,-40.2751
25097626.8463,-39.1433
25097627.5778,-41.2039
25097627.805,-40.3602
25097627.9335,-40.5433
25097628.2747,-39.202
25097628.6244,-40.1879
25097628.9552,-40.553
25097629.1888,-39.9316
25097629.5042,-39.7767
25097629.7886,-52.9206
25097630.395,-40.7811
25097630.4811,-39.015
25097630.8919,-39.3076
25097631.4057,-40.1384
25097631.8149,-40.8604
